"","X","Address","Restaurant","Food","Price","Cuisine","Latitude","Longitude","City"
"2964",2964,"27 Beach St Boston, MA, 02111","East Ocean City","Salted Fish Fried Rice",12.15,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2965",2965,"27 Beach St Boston, MA, 02111","East Ocean City","Salted Fish, Chinese Sausage & Scallop Fried Rice",12.15,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2966",2966,"27 Beach St Boston, MA, 02111","East Ocean City","Love Bird Fried Rice ",10.7,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2967",2967,"27 Beach St Boston, MA, 02111","East Ocean City","Chinese Sausage & Scallop Fried Rice",10.7,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2968",2968,"27 Beach St Boston, MA, 02111","East Ocean City","Salted Fish & Chicken Fried Rice",7.15,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2969",2969,"27 Beach St Boston, MA, 02111","East Ocean City","Shrimp & Pork Fried Rice",7.15,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2970",2970,"27 Beach St Boston, MA, 02111","East Ocean City","Shrimp Fried Rice",6.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2971",2971,"27 Beach St Boston, MA, 02111","East Ocean City","Beef Fried Rice",6.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2972",2972,"27 Beach St Boston, MA, 02111","East Ocean City","Pork Fried Rice",6.7,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2973",2973,"27 Beach St Boston, MA, 02111","East Ocean City","Mixed Vegetables Fried Rice",6.45,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2974",2974,"27 Beach St Boston, MA, 02111","East Ocean City","Chicken Fried Rice",6.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2975",2975,"27 Beach St Boston, MA, 02111","East Ocean City","Fried Shrimps",10.75,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2976",2976,"27 Beach St Boston, MA, 02111","East Ocean City","Fried Sea Scallops",10.75,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2977",2977,"27 Beach St Boston, MA, 02111","East Ocean City","Steak Teriyaki",9.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2978",2978,"27 Beach St Boston, MA, 02111","East Ocean City","Barbecued Spareribs",11.75,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2979",2979,"27 Beach St Boston, MA, 02111","East Ocean City","Barbecued Boneless Spareribs",10.75,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2980",2980,"27 Beach St Boston, MA, 02111","East Ocean City","Fried Rangoon",9.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2981",2981,"27 Beach St Boston, MA, 02111","East Ocean City","Five Flavour Beef (Cold)",7.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2982",2982,"27 Beach St Boston, MA, 02111","East Ocean City","Fried Chicken Fingers",8.85,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2983",2983,"27 Beach St Boston, MA, 02111","East Ocean City","Fried Squid with Spicy Salt",8.85,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2984",2984,"27 Beach St Boston, MA, 02111","East Ocean City","Homemade Crisp Fried Chicken Wings",8.85,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2985",2985,"27 Beach St Boston, MA, 02111","East Ocean City","Fried Shiu Mai (Fried Shrimp Dumpling) ",5.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2986",2986,"27 Beach St Boston, MA, 02111","East Ocean City","Peking Ravioli",6,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2987",2987,"27 Beach St Boston, MA, 02111","East Ocean City","Spring Rolls (2)",5.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2988",2988,"27 Beach St Boston, MA, 02111","East Ocean City","Silver Bun (Steamed or Fried) ",3.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2989",2989,"27 Beach St Boston, MA, 02111","East Ocean City","Scallion Pancake",4.25,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2990",2990,"27 Beach St Boston, MA, 02111","East Ocean City","Lobster with Ginger & Scallions",NA,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2991",2991,"27 Beach St Boston, MA, 02111","East Ocean City","Chef's Special Fish (Grey Sole) ",NA,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2992",2992,"27 Beach St Boston, MA, 02111","East Ocean City","Pan Fried Grey Soe",NA,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2993",2993,"27 Beach St Boston, MA, 02111","East Ocean City","Abalone with Sea Cumbubers",143,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2994",2994,"27 Beach St Boston, MA, 02111","East Ocean City","Abalone with Vegetables",115,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2995",2995,"27 Beach St Boston, MA, 02111","East Ocean City","Sea Cucumber",38,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2996",2996,"27 Beach St Boston, MA, 02111","East Ocean City","Jumbo Shrimps with Seasonal Vegetables",21,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2997",2997,"27 Beach St Boston, MA, 02111","East Ocean City","Fried Jumbo Shrimp (No shell, no head) with Spicy Salt",21.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2998",2998,"27 Beach St Boston, MA, 02111","East Ocean City","Oyster with Ginger and Scallion",22.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"2999",2999,"27 Beach St Boston, MA, 02111","East Ocean City","Jumbo Shrimp with Mixed Vegetables in Black Bean Sauce",21.75,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3000",3000,"27 Beach St Boston, MA, 02111","East Ocean City","Fish Filet with Lemon Sauce ",20.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3001",3001,"27 Beach St Boston, MA, 02111","East Ocean City","Fish Filet with Vegetable",20.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3002",3002,"27 Beach St Boston, MA, 02111","East Ocean City","Grey Sole Filet with Vegetables",22.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3003",3003,"27 Beach St Boston, MA, 02111","East Ocean City","Sauteed Sea Conch with Vegetable",28.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3004",3004,"27 Beach St Boston, MA, 02111","East Ocean City","Scallop with Black Pepper Sauce",22.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3005",3005,"27 Beach St Boston, MA, 02111","East Ocean City","Sauteed Seafood with Vegetables",19.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3006",3006,"27 Beach St Boston, MA, 02111","East Ocean City","Shrimp with Cashew & Bamboo Shoots",17.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3007",3007,"27 Beach St Boston, MA, 02111","East Ocean City","Pan Fried Jumbo Shrimps with Spicy Salt",17.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3008",3008,"27 Beach St Boston, MA, 02111","East Ocean City","Pan Fried Jumbo Shrimp (with Shell & Head)",17.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3009",3009,"27 Beach St Boston, MA, 02111","East Ocean City","Deep Fried Sea Scallop",22.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3010",3010,"27 Beach St Boston, MA, 02111","East Ocean City","Clam with Black Bean Sauce",14.25,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3011",3011,"27 Beach St Boston, MA, 02111","East Ocean City","Fried Squid with Spicy Salt",14.25,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3012",3012,"27 Beach St Boston, MA, 02111","East Ocean City","Sliced Beef with Black & Straw Mushrooms",18.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3013",3013,"27 Beach St Boston, MA, 02111","East Ocean City","Sirloin Steak with Vegetable ",19.75,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3014",3014,"27 Beach St Boston, MA, 02111","East Ocean City","Sirloin Steak, Hong Kong Style",19.75,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3015",3015,"27 Beach St Boston, MA, 02111","East Ocean City","Steak Filet and Chinese Broccoli with Oyster Sauce",18.75,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3016",3016,"27 Beach St Boston, MA, 02111","East Ocean City","T-Bone Steak with String Beans",18.25,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3017",3017,"27 Beach St Boston, MA, 02111","East Ocean City","Shredded Steak Filet",16.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3018",3018,"27 Beach St Boston, MA, 02111","East Ocean City","Steak Filet with Black Pepper Sauce",16.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3019",3019,"27 Beach St Boston, MA, 02111","East Ocean City","Steak Filet, Hong Kong Style ",16.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3020",3020,"27 Beach St Boston, MA, 02111","East Ocean City","T-Bone Steak with Black Pepper Sauce",18.25,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3021",3021,"27 Beach St Boston, MA, 02111","East Ocean City","Orange Flavor Beef",14.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3022",3022,"27 Beach St Boston, MA, 02111","East Ocean City","Szechuan Spicy Beef",14.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3023",3023,"27 Beach St Boston, MA, 02111","East Ocean City","Sesame Beef",14.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3024",3024,"27 Beach St Boston, MA, 02111","East Ocean City","Beef with Broccoli",14.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3025",3025,"27 Beach St Boston, MA, 02111","East Ocean City","Beef with Satay Sauce",14.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3026",3026,"27 Beach St Boston, MA, 02111","East Ocean City","Sliced Beef Flank with Young Ginger",14.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3027",3027,"27 Beach St Boston, MA, 02111","East Ocean City","Sliced Beef Flank with Young Ginger",14.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3028",3028,"27 Beach St Boston, MA, 02111","East Ocean City","Sliced Beef Flank in Oyster Sauce",14.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3029",3029,"27 Beach St Boston, MA, 02111","East Ocean City","Beef Ball with Vegetables",14.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3030",3030,"27 Beach St Boston, MA, 02111","East Ocean City","Sliced Beef Flank in Tomato Sauce",14.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3031",3031,"27 Beach St Boston, MA, 02111","East Ocean City","Curried Beef Flank",14.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3032",3032,"27 Beach St Boston, MA, 02111","East Ocean City","Sliced Beef Flank with Green Pepper, Onion & Black Bean Sauce",14.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3033",3033,"27 Beach St Boston, MA, 02111","East Ocean City","Sliced Beef with Pineapple & Young Ginger ",14.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3034",3034,"27 Beach St Boston, MA, 02111","East Ocean City","Beef Ball & Fish Ball With Vegetables ",14.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3035",3035,"27 Beach St Boston, MA, 02111","East Ocean City","Sliced Beef with Bitter Melon ",14.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3036",3036,"27 Beach St Boston, MA, 02111","East Ocean City","Pig Intestine with Pickled Vegetables",14.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3037",3037,"27 Beach St Boston, MA, 02111","East Ocean City","Fried Pig's Intestine",14.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3038",3038,"27 Beach St Boston, MA, 02111","East Ocean City","Steamed Minced Pork with Salted Fish",14.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3039",3039,"27 Beach St Boston, MA, 02111","East Ocean City","Diced Pork with Special Spicy Sauce",13.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3040",3040,"27 Beach St Boston, MA, 02111","East Ocean City","Sliced Pork with Satay Sauce",13.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3041",3041,"27 Beach St Boston, MA, 02111","East Ocean City","Sliced Pork with Vegetable",13.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3042",3042,"27 Beach St Boston, MA, 02111","East Ocean City","Diced Pork with Cashew Nuts",13.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3043",3043,"27 Beach St Boston, MA, 02111","East Ocean City","Sweet and Sour Pork",13.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3044",3044,"27 Beach St Boston, MA, 02111","East Ocean City","Pork with Preserved Vegetable",13.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3045",3045,"27 Beach St Boston, MA, 02111","East Ocean City","Spareribs with Black Bean Sauce",13.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3046",3046,"27 Beach St Boston, MA, 02111","East Ocean City","Spareribs with Preserved Vegetabels",13.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3047",3047,"27 Beach St Boston, MA, 02111","East Ocean City","Sweet and Sour Spareribs",13.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3048",3048,"27 Beach St Boston, MA, 02111","East Ocean City","Szechuan Spicy Pork",13.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3049",3049,"27 Beach St Boston, MA, 02111","East Ocean City","King Tou Spareribs",13.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3050",3050,"27 Beach St Boston, MA, 02111","East Ocean City","Spicy Salted Spare Ribs",13.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3051",3051,"27 Beach St Boston, MA, 02111","East Ocean City","Minced Pork with Spicy Tofu",13.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3052",3052,"27 Beach St Boston, MA, 02111","East Ocean City","Peking Duck",29.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3053",3053,"27 Beach St Boston, MA, 02111","East Ocean City","Roast Duck",18.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3054",3054,"27 Beach St Boston, MA, 02111","East Ocean City","Braised Duck with Assorted Meat",18,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3055",3055,"27 Beach St Boston, MA, 02111","East Ocean City","Braised Duck with Black Mushrooms",17.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3056",3056,"27 Beach St Boston, MA, 02111","East Ocean City","Braised Duck with Vegetable",17.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3057",3057,"27 Beach St Boston, MA, 02111","East Ocean City","House Special Seafood Soup",27,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3058",3058,"27 Beach St Boston, MA, 02111","East Ocean City","Dried Scallop, Pork & Vegetable Soup",19,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3059",3059,"27 Beach St Boston, MA, 02111","East Ocean City","Special Seafood Soup",16.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3060",3060,"27 Beach St Boston, MA, 02111","East Ocean City","Fish Maw with Sweet Corn",16.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3061",3061,"27 Beach St Boston, MA, 02111","East Ocean City","Fish Maw with Black Mushroom",13.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3062",3062,"27 Beach St Boston, MA, 02111","East Ocean City","Duck Meat with Three Delights",13.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3063",3063,"27 Beach St Boston, MA, 02111","East Ocean City","Seafood with Bean Curd",13.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3064",3064,"27 Beach St Boston, MA, 02111","East Ocean City","Seafood with Sweet Corn",13.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3065",3065,"27 Beach St Boston, MA, 02111","East Ocean City","Special Seafood Hot & Sour Soup",14.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3066",3066,"27 Beach St Boston, MA, 02111","East Ocean City","8 Delight with Winter Melon",12.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3067",3067,"27 Beach St Boston, MA, 02111","East Ocean City","8 Delight with Bean Curd Soup",12.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3068",3068,"27 Beach St Boston, MA, 02111","East Ocean City","Minced Chicken with Sweet Corn ",12.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3069",3069,"27 Beach St Boston, MA, 02111","East Ocean City","Fish with Watercress",12.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3070",3070,"27 Beach St Boston, MA, 02111","East Ocean City","Pork with Watercress",11,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3071",3071,"27 Beach St Boston, MA, 02111","East Ocean City","Pork with Mustard Greens",12.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3072",3072,"27 Beach St Boston, MA, 02111","East Ocean City","Minced Beef with Parsley",12.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3073",3073,"27 Beach St Boston, MA, 02111","East Ocean City","Long Simmered Daily Soup",4,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3074",3074,"27 Beach St Boston, MA, 02111","East Ocean City","Hot and Sour Soup",3.75,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3075",3075,"27 Beach St Boston, MA, 02111","East Ocean City","Roast Pork Wonton Soup",4,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3076",3076,"27 Beach St Boston, MA, 02111","East Ocean City","Steamed Boneless Chicken & Ham with Vegetable",22.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3077",3077,"27 Beach St Boston, MA, 02111","East Ocean City","Roasted Chicken (with Bone)",16.25,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3078",3078,"27 Beach St Boston, MA, 02111","East Ocean City","Chicken with Ginger & Scallions (with Bone)",16.25,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3079",3079,"27 Beach St Boston, MA, 02111","East Ocean City","Salted Chicken (with Bone)",12.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3080",3080,"27 Beach St Boston, MA, 02111","East Ocean City","General Gau's Chicken",14.25,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3081",3081,"27 Beach St Boston, MA, 02111","East Ocean City","Fried Chicken & Broccoli with Home Made Sauce",14.25,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3082",3082,"27 Beach St Boston, MA, 02111","East Ocean City","Steamed Chicken with Black Mushrooms (with Bone)",14.25,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3083",3083,"27 Beach St Boston, MA, 02111","East Ocean City","Sesame Chicken",14.25,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3084",3084,"27 Beach St Boston, MA, 02111","East Ocean City","Chicken Chunks with Snow Pea",14.25,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3085",3085,"27 Beach St Boston, MA, 02111","East Ocean City","Chicken with Special Lemon Sauce ",14.25,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3086",3086,"27 Beach St Boston, MA, 02111","East Ocean City","Chicken with Black Bean Sauce (with Bone)",14.25,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3087",3087,"27 Beach St Boston, MA, 02111","East Ocean City","Chicken with Vegetable",13.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3088",3088,"27 Beach St Boston, MA, 02111","East Ocean City","Chicken with Cashew",13.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3089",3089,"27 Beach St Boston, MA, 02111","East Ocean City","Sliced Chicken with Cellery",13.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3090",3090,"27 Beach St Boston, MA, 02111","East Ocean City","Lychee Chicken Chunks",13.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3091",3091,"27 Beach St Boston, MA, 02111","East Ocean City","Chicken Chunk with Curry Sauce",13.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3092",3092,"27 Beach St Boston, MA, 02111","East Ocean City","Szechuan Spicy Chicken",13.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3093",3093,"27 Beach St Boston, MA, 02111","East Ocean City","Chicken with Satay Sauce",13.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3094",3094,"27 Beach St Boston, MA, 02111","East Ocean City","Sweet and Sour Chicken",13.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3095",3095,"27 Beach St Boston, MA, 02111","East Ocean City","Filet Fish with Vegetable and Rice",11.75,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3096",3096,"27 Beach St Boston, MA, 02111","East Ocean City","Seafood and Vegetable with Rice",11.75,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3097",3097,"27 Beach St Boston, MA, 02111","East Ocean City","Shrimps and Mixed Vegetable with Rice",11.75,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3098",3098,"27 Beach St Boston, MA, 02111","East Ocean City","Jumbo Shrimps and Vegetables with Rice",11.75,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3099",3099,"27 Beach St Boston, MA, 02111","East Ocean City","Shrimp and Scrambled Egg with Rice",10.75,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3100",3100,"27 Beach St Boston, MA, 02111","East Ocean City","Squid with Satay Sauce (Hot) with Rice",10.75,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3101",3101,"27 Beach St Boston, MA, 02111","East Ocean City","T-bone Steak with Black Bean Sauce with Rice",10.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3102",3102,"27 Beach St Boston, MA, 02111","East Ocean City","Salted Chicken & Vegetable with Rice",10.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3103",3103,"27 Beach St Boston, MA, 02111","East Ocean City","Braised Pork and Preserved Vegetable with Rice",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3104",3104,"27 Beach St Boston, MA, 02111","East Ocean City","Eight Delights with Rice",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3105",3105,"27 Beach St Boston, MA, 02111","East Ocean City","Beef and Scrambled Egg with Rice",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3106",3106,"27 Beach St Boston, MA, 02111","East Ocean City","Beef with Green Peppers and Onion on Rice",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3107",3107,"27 Beach St Boston, MA, 02111","East Ocean City","Minced Beef with Rice",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3108",3108,"27 Beach St Boston, MA, 02111","East Ocean City","Beef and Tomato with Rice",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3109",3109,"27 Beach St Boston, MA, 02111","East Ocean City","Beef and Vegetable with Rice",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3110",3110,"27 Beach St Boston, MA, 02111","East Ocean City","Beef with Bean Curd with Rice",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3111",3111,"27 Beach St Boston, MA, 02111","East Ocean City","Beef with Curry Sauce with Rice",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3112",3112,"27 Beach St Boston, MA, 02111","East Ocean City","Chunks of Chicken and Vegetable with Rice",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3113",3113,"27 Beach St Boston, MA, 02111","East Ocean City","Baised Beef Brisket and Vegetable with Rice",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3114",3114,"27 Beach St Boston, MA, 02111","East Ocean City","Chunks of Chicken and Curry Sauce with Rice",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3115",3115,"27 Beach St Boston, MA, 02111","East Ocean City","Spareribs and Vegetable with Rice",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3116",3116,"27 Beach St Boston, MA, 02111","East Ocean City","Roast Duck and Vegetable with Rice",11.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3117",3117,"27 Beach St Boston, MA, 02111","East Ocean City","Roast Pork and Vegetable with Rice",11.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3118",3118,"27 Beach St Boston, MA, 02111","East Ocean City","Poached Chicken and Vegetable with Rice",10.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3119",3119,"27 Beach St Boston, MA, 02111","East Ocean City","Stuffed Bean Curd & Vegetable with Rice",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3120",3120,"27 Beach St Boston, MA, 02111","East Ocean City","Roast Pork and Bean Curd with Rice",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3121",3121,"27 Beach St Boston, MA, 02111","East Ocean City","Steak Filet, Hong Kong Style with Rice",11.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3122",3122,"27 Beach St Boston, MA, 02111","East Ocean City","Steak Filet with Spicy Sauce with Rice",11.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3123",3123,"27 Beach St Boston, MA, 02111","East Ocean City","Bean Curd and Mixed Vegetable with Rice",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3124",3124,"27 Beach St Boston, MA, 02111","East Ocean City","Szechuan Spicy Chicken with Rice",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3125",3125,"27 Beach St Boston, MA, 02111","East Ocean City","Szechuan Spicy Pork with Rice",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3126",3126,"27 Beach St Boston, MA, 02111","East Ocean City","Szechuan Spicy Chicken & Pork with Rice",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3127",3127,"27 Beach St Boston, MA, 02111","East Ocean City","Spicy Salted Spareribs with Rice",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3128",3128,"27 Beach St Boston, MA, 02111","East Ocean City","Pork Chop with Tomato Sauce with Rice",10.75,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3129",3129,"27 Beach St Boston, MA, 02111","East Ocean City","Pork Chop with Sweet Corn Sauce with Rice",10.75,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3130",3130,"27 Beach St Boston, MA, 02111","East Ocean City","Buddha's Delight with Rice",10.75,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3131",3131,"27 Beach St Boston, MA, 02111","East Ocean City","House Special Fried Noodles",11.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3132",3132,"27 Beach St Boston, MA, 02111","East Ocean City","Jumbo Shrimp and Vegetable Fried Noodles",11.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3133",3133,"27 Beach St Boston, MA, 02111","East Ocean City","Seafood and Vegetable Fried Noodles",11.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
