"","X","Address","Restaurant","Food","Price","Cuisine","Latitude","Longitude","City"
"193",193,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Steak Sandwich",15,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"194",194,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Lobster Roll",NA,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"195",195,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Grilled Faroe Island Salmon",17,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"196",196,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Caramelized Onion Frittata",9,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"197",197,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Baked Eggs In Tomato Sauce",8,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"198",198,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Cannoli Pancakes",7,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"199",199,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Margherita",10,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"200",200,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Roasted Clam",11,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"201",201,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Sopressata",12,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"202",202,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Sausage",12,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"203",203,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Linguini And Clams",17,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"204",204,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Silk Handkerchiefs",15,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"205",205,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Hickory Smoked Bacon",4,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"206",206,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Crispy Rosemary Potatoes",3,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"207",207,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Sautéed Broccoli Rabe",3,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"208",208,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Charred Carrots",3,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"209",209,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Grilled Polenta",3,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"210",210,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Creamed Spinach & Crimini",5,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"211",211,"10 City Sq Charlestown, MA, 02129","Legal Osteria","New England Clam Chowder",7,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"212",212,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Sautéed Mussels",9,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"213",213,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Crispy Fried Oysters",9,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"214",214,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Affettati Misti",17,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"215",215,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Charred Octopus",10,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"216",216,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Seafood Antipasto",10.5,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"217",217,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Crispy Fried Calamari",10,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"218",218,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Crispy Eggplant Rollatini",8.5,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"219",219,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Warm Marinated Olives",3,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"220",220,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Salt Cod Crostini",5,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"221",221,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Chickpea & Shrimp Fritters",4,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"222",222,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Stracciatella Crostini",5,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"223",223,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Smoked Salmon",5,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"224",224,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Chickpea Spread",3.5,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"225",225,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Ricotta Fritters",3.5,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"226",226,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Raw Oyster",3,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"227",227,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Grilled Oyster",3,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"228",228,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Baked Oyster",4,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"229",229,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Baby Romaine",8,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"230",230,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Treviso Radicchio & Escarole",9,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"231",231,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Margherita",10,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"232",232,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Roasted Clam",11,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"233",233,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Sopressata",12,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"234",234,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Sausage",12,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"235",235,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Swordfish Salmoriglio",25,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"236",236,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Ligurian Fish Stew",22,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"237",237,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Grilled Stuffed Trout",19,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"238",238,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Steak Pizzaiolo",24,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"239",239,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Grilled Faroe Island Salmon",25,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"240",240,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Steak Sandwich",15,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"241",241,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Roasted Half Chicken",20,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"242",242,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Whole Roasted Fish",20,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"243",243,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Sausages Stuffed With Truffle Cheese",18,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"244",244,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Linguini And Clams",17,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"245",245,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Lobster Fra Diavolo",NA,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"246",246,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Silk Handkerchiefs",15,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"247",247,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Artichoke Lasagna",18,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"248",248,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Crispy Rosemary Potatoes",3,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"249",249,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Sautéed Broccoli Rabe",3,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"250",250,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Charred Carrots",3,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"251",251,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Grilled Polenta",3,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"252",252,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Creamed Spinach & Crimini",5,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"253",253,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Torta Caprese",7,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"254",254,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Torta Caprese",8.5,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"255",255,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Warm Pear Crostata",7,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"256",256,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Warm Pear Crostata",11.5,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"257",257,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Sheep's Milk Yogurt Panna Cotta",6,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"258",258,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Sheep's Milk Yogurt Panna Cotta",11.5,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"259",259,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Blood Orange Sorbet",5.5,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"260",260,"10 City Sq Charlestown, MA, 02129","Legal Osteria","Blood Orange Sorbet",9,"Italian, Seafood, Tapas",42.3723837,-71.0616159,"Boston"
"261",261,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Espresso",3.75,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"262",262,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Cappuccino",4.75,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"263",263,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Crispy Lettuce and Tomato Salad",2.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"264",264,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Harney & Sons Tea",3.75,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"265",265,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Cheddar Bacon Burger* **",16.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"266",266,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Steamed One Pound Lobster and Drawn Sweet Butter",12.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"267",267,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Boston Cream Pie",8.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"268",268,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Crabmeat Roll**",22.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"269",269,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Fried Popcorn Shrimp",10.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"270",270,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Warm Maple Bread Pudding",8.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"271",271,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Tuna Salad Melt",11.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"272",272,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Char Grilled Fish of the Day",10.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"273",273,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Key Lime Pie",8.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"274",274,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Crispy Fish Sandwich**",14.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"275",275,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Fish & Chips",10.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"276",276,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Cheesecake",8.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"277",277,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Tuna Burger",16.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"278",278,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Macaroni and Cheese",6.5,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"279",279,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Ice Cream & Sorbet**",6.5,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"280",280,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Louisiana Gumbo",16.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"281",281,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Cheese Ravioli",7.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"282",282,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Three Bon Bons**",4.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"283",283,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Legal's Crab Cake Sandwich",18.5,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"284",284,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Chicken Fingers",8.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"285",285,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Espresso Martini",11,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"286",286,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Lobster Roll**",NA,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"287",287,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Grilled Cheese Sandwich",5.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"288",288,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Mexican Coffee",9,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"289",289,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Grilled Chicken Sandwich**",14.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"290",290,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Cheese Pizza",7.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"291",291,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Coffee",3.75,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"292",292,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","New England Clam Chowder",7.5,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"293",293,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Beef Hot Dog",5.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"294",294,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Grilled Assorted* **",29.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"295",295,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Lite Clam Chowder**",7.5,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"296",296,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","All American Hamburger",8.5,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"297",297,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Haddock**",26.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"298",298,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Lobster Bisque",8.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"299",299,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","All American Cheeseburger",8.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"300",300,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Swordfish Steak**",NA,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"301",301,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Blackened Raw Tuna ""Sashimi""*",15.5,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"302",302,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Brownie",4.5,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"303",303,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","North Atlantic Sea Scallops**",NA,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"304",304,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Steamers**",18.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"305",305,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Ice Cream",4.5,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"306",306,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Steamed Lobsters**",NA,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"307",307,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Smoked Salmon Avocado Toast* **",12.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"308",308,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Hot Fudge Sundae",5.5,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"309",309,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Baked Stuffed Lobsters**",NA,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"310",310,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Jumbo Shrimp Cocktail**",16.5,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"311",311,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Brownie Sundae",5.5,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"312",312,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Lobster Bake**",NA,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"313",313,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Steamed Mussels**",14.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"314",314,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Milk",1.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"315",315,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Legal's Signature Crab Cake",18.5,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"316",316,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Legal's Signature Crab Cake",17.5,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"317",317,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Soft Drink",3.25,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"318",318,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Grilled Mediterranean Salmon*",18.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"319",319,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Oysters Legal",17.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"320",320,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Juice",1.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"321",321,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","LSF Rice Bowl",17.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"322",322,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Crispy Calamari",15.5,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"323",323,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Petite Legal's Signature Crab Cakes",125,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"324",324,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Salmon",27.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"325",325,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Buffalo Popcorn Shrimp**",12.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"326",326,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Bang Bang Cauliflower",100,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"327",327,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Shrimp",24.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"328",328,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Bang Bang Cauliflower",8.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"329",329,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Hot Lump Crab Dip",100,"Seafood, New England",42.3471447,-71.0773777,"Boston"
"330",330,"100 Huntington Ave Boston, MA, 02116","Legal Sea Foods","Swordfish Steak",29.95,"Seafood, New England",42.3471447,-71.0773777,"Boston"
